dwh_id_dlproduct;product_id;dwh_id_dlpartner;dwh_id_product;product_name;title_id;title_name;content_type;platform;product_release_date;publisher;ips_project_code;ips_project_title;ips_project_label
14;308256;1;-2;BAFTA 2018 (retail);N/A;BAFTA 2018 (retail);N/A;PC;01.01.1970;Warhorse;-2;N/A;Unknown
241;11266;1;-2;Dead Island Comp (retail);N/A;Dead Island;Game;PC;19.08.2011;Unknown;-2;N/A;Unknown
288;12113;1;-2;Saints Row: Linux Test (retail);N/A;Saints Row: Linux Test (retail);N/A;PC;07.12.2015;Unknown;-2;N/A;Unknown
300;123985;1;-2;The New THQ Classics;N/A;The New THQ Classics;N/A;PC;01.05.2020;Unknown;-2;N/A;Unknown
309;13205;1;-2;Saints Row: The Third - Genki Bowl VII Retail (retail);N/A;Saints Row The Third - Genkibowl VII;DLC;PC;17.01.2012;Unknown;-2;N/A;Unknown
352;14086;1;-2;Homefront Ultimate Edition (game and DLC) (retail);N/A;Homefront Ultimate Edition (game and DLC) (retail);Game;PC;11.04.2012;Unknown;-2;N/A;Unknown
361;14670;1;-2;THQ Birthday Pack (retail);N/A;THQ Birthday Pack (retail);N/A;PC;16.05.2012;Unknown;-2;N/A;Unknown
392;15115;1;-2;Koch Catalog (retail);N/A;Koch Catalog (retail);N/A;PC;20.06.2012;Unknown;-2;N/A;Unknown
396;15191;1;-2;Dead Island DLC Pack (retail);N/A;Dead Island DLC Pack (retail);DLC;PC;03.07.2012;Unknown;-2;N/A;Unknown
431;165855;1;-2;Deep Silver Pack 2016 Key Package (retail);N/A;Deep Silver Pack 2016 Key Package (retail);N/A;PC;10.04.2017;Unknown;-2;N/A;Unknown
450;16704;1;-2;THQ 5 Pack Retail (retail);N/A;THQ 5 Pack Retail (retail);N/A;PC;14.09.2012;Unknown;-2;N/A;Unknown
457;170999;1;-2;Agents of Mayhem - Digital Exclusive for Beta Testing (retail);N/A;Legal Action Pending DLC - Digital Edition;N/A;PC;20.10.2017;Unknown;-2;N/A;Unknown
459;171002;1;-2;Agents of Mayhem - Retail Exclusive for Beta Testing (retail);N/A;Legal Action Pending DLC - Retail Edition;N/A;PC;20.10.2017;Unknown;-2;N/A;Unknown
491;18218;1;-2;THQ Action Pack Retail (retail);N/A;THQ Action Pack Retail (retail);N/A;PC;20.11.2012;Unknown;-2;N/A;Unknown
500;18654;1;-2;Iron Front D-Day DLC Retail (retail);N/A;Iron Front : D-Day DLC;DLC;PC;17.12.2012;Unknown;-2;N/A;Unknown
489;18207;1;-2;THQ Humble Bundle Core - Nov 2012 (retail);N/A;THQ Humble Bundle Core - Nov 2012 (retail);N/A;PC;26.11.2012;Unknown;-2;N/A;Unknown
498;18607;1;-2;Daedalic Bundle;N/A;Daedalic Bundle;N/A;PC;14.12.2012;Unknown;-2;N/A;Unknown
509;18912;1;-2;Daedalic Bundle Retail (retail);N/A;Daedalic Bundle Retail (retail);Bundles;PC;18.01.2013;Unknown;-2;N/A;Unknown
514;19024;1;-2;THQ Collection - Winter Sale 2012 Retail (retail);N/A;THQ Collection - Winter Sale 2012 Retail (retail);N/A;PC;21.01.2013;Unknown;-2;N/A;Unknown
515;19026;1;-2;THQ Medley Retail (retail);N/A;THQ Medley Retail (retail);N/A;PC;23.01.2013;Unknown;-2;N/A;Unknown
524;19220;1;-2;Daedalic Bundle;N/A;Daedalic Bundle;N/A;PC;04.02.2013;Unknown;-2;N/A;Unknown
534;2050;1;-2;Inxile Comp (retail);N/A;Inxile Comp (retail);N/A;PC;31.08.2009;Unknown;-2;N/A;Unknown
537;214127;1;-2;THQ Nordic ALL Public (retail);N/A;THQ Nordic ALL Public (retail);N/A;PC;08.04.2020;Unknown;-2;N/A;Unknown
539;217518;1;-2;Project Athena Developer Comp (retail);N/A;Project Athena;N/A;PC;10.05.2019;Unknown;-2;N/A;Unknown
540;220226;1;-2;Illusion for Beta Testing (retail);N/A;Illusion: A Tale of the Mind;N/A;PC;21.12.2017;Unknown;-2;N/A;Unknown
558;248036;1;-2;Agents of Mayhem Boardgame Bundle Key (retail);N/A;Agents of Mayhem Boardgame Bundle Key (retail);N/A;PC;30.03.2018;Unknown;-2;N/A;Unknown
560;25249;1;-2;Riptide DLC 1 Comp (retail);N/A;Dead Island Riptide - Fashion Victim DLC;DLC;PC;21.03.2013;Unknown;-2;N/A;Unknown
561;25250;1;-2;Riptide DLC 2 Comp (retail);N/A;Dead Island Riptide - Survivor Pack DLC;DLC;PC;21.03.2013;Unknown;-2;N/A;Unknown
586;2654;1;-2;CDVUS Comp (retail);N/A;CDVUS Comp (retail);N/A;PC;17.12.2009;Unknown;-2;N/A;Unknown
619;27331;1;-2;Ride to Hell: Retribution Cook DLC (retail);N/A;Ride to Hell: Retribution - Cook's Mad Recipe DLC;DLC;PC;18.06.2013;Unknown;-2;N/A;Unknown
627;27472;1;-2;Saints Row IV - The Executive Privilege Pack Early Access Comp (retail);N/A;Saints Row IV- The Executive Privilege Pack;DLC;PC;29.07.2013;Unknown;-2;N/A;Unknown
632;277706;1;-2;Beyond for Beta Testing (retail);N/A;Beyond;N/A;PC;07.11.2019;Unknown;-2;N/A;Unknown
635;27885;1;-2;Dead Island Riptide JP Early Access Comp (retail);N/A;Dead Island Riptide JP;Game;PC;28.05.2013;Unknown;-2;N/A;Unknown
638;27970;1;-2;Whispered World Retail (retail);N/A;Whispered World Retail (retail);Game;PC;09.07.2013;Unknown;-2;N/A;Unknown
639;2801;1;-2;Sacred II US Promo (retail);N/A;Sacred 2: Fallen Angel (EU);Game;PC;22.01.2010;Unknown;-2;N/A;Unknown
656;28581;1;-2;Dead Island Riptide JP (retail);N/A;Dead Island Riptide JP;Game;PC;17.06.2013;Unknown;-2;N/A;Unknown
659;28690;1;-2;Saints Row IV Early Access (retail);N/A;Saints Row IV Preview;Game;PC;20.06.2013;Unknown;-2;N/A;Unknown
672;28866;1;-2;Saints Row IV Korea Ratings Build Early Access Comp (retail);N/A;Saints Row IV Korea Ratings Build;Game;PC;07.07.2013;Unknown;-2;N/A;Unknown
703;29350;1;-2;Deep Silver Bundle A (retail);N/A;Deep Silver Bundle A (retail);N/A;PC;26.07.2013;Unknown;-2;N/A;Unknown
704;29351;1;-2;Deep Silver Bundle B (retail);N/A;Deep Silver Bundle B (retail);N/A;PC;26.07.2013;Unknown;-2;N/A;Unknown
706;29407;1;-2;Deep Silver Bundle C (retail);N/A;Deep Silver Bundle C (retail);N/A;PC;26.07.2013;Unknown;-2;N/A;Unknown
765;303208;1;-2;Project Phoenix Developer Comp (retail);N/A;Project Phoenix;N/A;PC;17.10.2018;Unknown;-2;N/A;Unknown
776;3053;1;-2;THQ Public Comp (retail);N/A;THQ Public Comp (retail);N/A;PC;01.03.2010;Unknown;-2;N/A;Unknown
813;31657;1;-2;Shadow Warrior DLC 6 Developer Comp (retail);N/A;Shadow Warrior: Saints Row 4 Penetrator DLC;DLC;PC;23.09.2013;Unknown;-2;N/A;Unknown
828;32215;1;-2;Nordic A (HUMBLE) (retail);N/A;Nordic A (HUMBLE) (retail);N/A;PC;09.04.2020;Unknown;-2;N/A;Unknown
829;32216;1;-2;Nordic B (HUMBLE) (retail);N/A;Nordic B (HUMBLE) (retail);N/A;PC;08.04.2020;Unknown;-2;N/A;Unknown
842;32793;1;-2;BAFTA 2013 (retail);N/A;BAFTA 2013 (retail);N/A;PC;14.10.2013;Unknown;-2;N/A;Unknown
862;33370;1;-2;Nordic C (Indiegala) (retail);N/A;Nordic C (Indiegala) (retail);N/A;PC;14.04.2020;Unknown;-2;N/A;Unknown
863;33371;1;-2;Nordic D (Indiegala) (retail);N/A;Nordic D (Indiegala) (retail);N/A;PC;08.04.2020;Unknown;-2;N/A;Unknown
874;33599;1;-2;Daedalic Humble Bundle BT6;N/A;Daedalic Humble Bundle BT6;N/A;PC;28.10.2013;Unknown;-2;N/A;Unknown
875;33600;1;-2;Daedalic Humble Bundle Core;N/A;Daedalic Humble Bundle Core;N/A;PC;28.10.2013;Unknown;-2;N/A;Unknown
876;33663;1;-2;Blackguards - Contributor Edition;N/A;Blackguards - Contributor Edition;N/A;PC;30.01.2015;Unknown;-2;N/A;Unknown
878;34497;1;-2;VMC Linux Test Pass;N/A;VMC Linux Test Pass;N/A;PC;08.11.2013;Unknown;-2;N/A;Unknown
881;346118;1;-2;ProtoCorgi for Beta Testing (retail);N/A;ProtoCorgi;N/A;PC;02.03.2020;Unknown;-2;N/A;Unknown
884;34676;1;-2;Sacred Franchise Pack (RU+CIS) (retail);N/A;Sacred Franchise Pack (RU+CIS) (retail);Game;PC;06.04.2014;Unknown;-2;N/A;Unknown
886;34678;1;-2;Dead Island Franchise Pack (RU+CIS) (retail);N/A;Dead Island Franchise Pack (RU+CIS) (retail);Game;PC;16.06.2014;Unknown;-2;N/A;Unknown
889;346802;1;-2;ProtoCorgi Demo for Beta Testing (retail);N/A;ProtoCorgi Demo;N/A;PC;14.05.2020;Unknown;-2;N/A;Unknown
893;34715;1;-2;Risen 3 Early Access Comp (retail);N/A;Risen 3 Early Access Comp (retail);Game;PC;15.11.2013;Unknown;-2;N/A;Unknown
900;34905;1;-2;Sacred Franchise Pack (NA + ROW) (retail);N/A;Sacred Franchise Pack (NA + ROW) (retail);Game;PC;23.01.2014;Unknown;-2;N/A;Unknown
901;34906;1;-2;Dead Island Franchise Pack (NA) (retail);N/A;Dead Island Franchise Pack (NA) (retail);Game;PC;30.01.2014;Unknown;-2;N/A;Unknown
905;34910;1;-2;Risen Franchise Pack (RU+CIS) (retail);N/A;Risen Franchise Pack (RU+CIS) (retail);Game;PC;09.06.2014;Unknown;-2;N/A;Unknown
941;36050;1;-2;Deep Silver Test Package (retail);N/A;Risen 3 - Titan Lords;N/A;PC;24.06.2014;Unknown;-2;N/A;Unknown
942;36071;1;-2;SteamMachine and Steam Controller Prototype Beta (retail);N/A;SteamMachine and Steam Controller Prototype Beta (retail);N/A;PC;19.12.2013;Unknown;-2;N/A;Unknown
944;36509;1;-2;CES 2014 Demo Comp (retail);N/A;CES 2014 Demo Comp (retail);N/A;PC;03.01.2014;Unknown;-2;N/A;Unknown
977;393289;1;-2;Chorus for Beta Testing (retail);N/A;Chorus;N/A;PC;04.09.2019;Unknown;-2;N/A;Unknown
978;393627;1;-2;Project: Mjolnir Developer Comp (retail);N/A;Project: Mjolnir;N/A;PC;02.08.2020;Unknown;-2;N/A;Unknown
975;39221;1;-2;Native SteamOS Titles (retail);N/A;Native SteamOS Titles (retail);N/A;PC;28.02.2014;Unknown;-2;N/A;Unknown
995;41329;1;-2;Dead Island Franchise (BR) (retail);N/A;Dead Island Franchise (BR) (retail);Game;PC;17.04.2015;Unknown;-2;N/A;Unknown
1002;42523;1;-2;Risen 3 Preview;N/A;Risen 3 Preview;N/A;PC;23.04.2014;Unknown;-2;N/A;Unknown
1019;43151;1;-2;Dead Island Franchise Pack (ASIA) (retail);N/A;Dead Island Franchise Pack (ASIA) (retail);Game;PC;03.02.2015;Unknown;-2;N/A;Unknown
1026;4350;1;-2;Whispered World Comp (retail);N/A;The Whispered World;Game;PC;11.06.2010;Unknown;-2;N/A;Unknown
1036;43594;1;-2;Dead Island Epidemic: Badass Starter Pack (retail);N/A;Dead Island Epidemic: Badass Starter Pack (retail);DLC;PC;18.06.2014;Unknown;-2;N/A;Unknown
1037;43984;1;-2;Deep Silver Bundle E (retail);N/A;Deep Silver Bundle E (retail);N/A;PC;12.05.2014;Unknown;-2;N/A;Unknown
1064;442273;1;-2;Janes Advanced Strike Fighters (CN) (retail);N/A;Jane's Advanced Strike Fighters;N/A;PC;16.09.2020;Unknown;-2;N/A;Unknown
1164;4811;1;-2;Old Square Public Released Comp - Do Not Edit (retail);N/A;Old Square Public Released Comp - Do Not Edit (retail);N/A;PC;03.08.2010;Unknown;-2;N/A;Unknown
1182;49362;1;-2;Devil's Workshop pack Developer Comp (retail);N/A;Devil's Workshop pack;N/A;PC;05.09.2014;Unknown;-2;N/A;Unknown
1230;53380;1;-2;Test Project for Beta Testing (retail);N/A;Test Project;N/A;PC;20.02.2015;Unknown;-2;N/A;Unknown
1231;53444;1;-2;Viva Encore Public (retail);N/A;Viva Encore Public (retail);N/A;PC;18.11.2014;Unknown;-2;N/A;Unknown
1232;53485;1;-2;"The Interactive Adventures of Dog Mendon&amp;ccedil;a and Pizzaboy for Beta Testing (retail)";N/A;The Interactive Adventures of Dog Mendonça and Pizzaboy;N/A;PC;03.02.2016;Unknown;-2;N/A;Unknown
1237;55062;1;-2;Armageddon Bundle;N/A;Armageddon Bundle;N/A;PC;27.11.2014;Unknown;-2;N/A;Unknown
1243;55303;1;-2;Dead Island GOTY (CN) (retail);N/A;Dead Island GOTY (CN) (retail);Game;PC;05.12.2014;Unknown;-2;N/A;Unknown
1285;64310;1;-2;Content upload tool for Beta Testing (retail);N/A;Content upload tool;N/A;PC;17.04.2015;Unknown;-2;N/A;Unknown
1287;65192;1;-2;Risen 3 - Enhanced HD for Beta Testing (retail);N/A;Risen 3 - Enhanced HD for Beta Testing (retail);Game;PC;22.04.2015;Unknown;-2;N/A;Unknown
1298;67372;1;-2;Risen Franchise Pack (RU+CIS) NEW (retail);N/A;Risen Franchise Pack (RU+CIS) NEW (retail);Game;PC;12.07.2015;Unknown;-2;N/A;Unknown
1302;67644;1;-2;Sacred Franchise Pack (NA+ROW) NEW (retail);N/A;Sacred Franchise Pack (NA+ROW) NEW (retail);Game;PC;17.07.2015;Unknown;-2;N/A;Unknown
1303;67645;1;-2;Sacred Franchise Pack (RU+CIS) NEW Copy (retail);N/A;Sacred Franchise Pack (RU+CIS) NEW Copy (retail);Game;PC;26.08.2015;Unknown;-2;N/A;Unknown
1316;7010;1;-2;Homefront JP - Beta (retail);N/A;Homefront JP - Beta (retail);Game;PC;07.01.2011;Unknown;-2;N/A;Unknown
1321;7069;1;-2;Homefront - Camo Skin Pack DLC (retail);N/A;Homefront - Camo Skin Pack;DLC;PC;31.01.2011;Unknown;-2;N/A;Unknown
1322;7070;1;-2;Homefront Japanese - Exclusive Multiplayer Shotgun DLC (retail);N/A;Homefront Japanese - Exclusive Multiplayer Shotgun DLC;DLC;PC;21.03.2011;Unknown;-2;N/A;Unknown
1323;70708;1;-2;Risen Franchise Pack (NA + ROW) NEW (retail);N/A;Risen Franchise Pack (NA + ROW) NEW (retail);Game;PC;12.07.2015;Unknown;-2;N/A;Unknown
1324;7071;1;-2;Homefront Japanese - Multiplayer Advance Unlock Pack DLC (retail);N/A;Homefront Japanese - Multiplayer Advance Unlock Pack;DLC;PC;22.03.2011;Unknown;-2;N/A;Unknown
1327;70714;1;-2;Sacred Franchise Pack (ASIA) (retail);N/A;Sacred Franchise Pack (ASIA) (retail);Game;PC;26.06.2015;Unknown;-2;N/A;Unknown
1328;70715;1;-2;Sacred Franchise Pack (BR) (retail);N/A;Sacred Franchise Pack (BR) (retail);Game;PC;21.08.2015;Unknown;-2;N/A;Unknown
1329;70716;1;-2;Risen Franchise Pack (ASIA) NEW (retail);N/A;Risen Franchise Pack (ASIA) NEW (retail);Game;PC;12.07.2015;Unknown;-2;N/A;Unknown
1331;70718;1;-2;Risen 3 - Complete Edition (ASIA) (retail);N/A;Risen 3 - Complete Edition (ASIA) (retail);Game;PC;14.08.2015;Unknown;-2;N/A;Unknown
1332;70719;1;-2;Risen 3 - Complete Edition (BR) (retail);N/A;Risen 3 - Complete Edition (BR) (retail);Game;PC;24.08.2015;Unknown;-2;N/A;Unknown
1333;7072;1;-2;Homefront Japanese - Camo Skin Pack DLC (retail);N/A;Homefront Japanese - Camo Skin Pack;DLC;PC;22.03.2011;Unknown;-2;N/A;Unknown
1335;7159;1;-2;Homefront - Steam Exclusive (retail);N/A;Homefront - Steam Exclusive;Game;PC;31.01.2011;Unknown;-2;N/A;Unknown
1337;71950;1;-2;DIDE Developer Comp (retail);N/A;DI:DE;N/A;PC;02.10.2015;Unknown;-2;N/A;Unknown
1338;71951;1;-2;DIDE for Beta Testing (retail);N/A;DI:DE;N/A;PC;15.01.2016;Unknown;-2;N/A;Unknown
1340;71966;1;-2;DIR:DE Developer Comp (retail);N/A;DIR:DE;N/A;PC;02.10.2015;Unknown;-2;N/A;Unknown
1341;71967;1;-2;DIR:DE for Beta Testing (retail);N/A;DIR:DE;N/A;PC;15.01.2016;Unknown;-2;N/A;Unknown
1345;7379;1;-2;Homefront Retail (Pol) (retail);N/A;Homefront Retail (Pol) (retail);Game;PC;15.03.2011;Unknown;-2;N/A;Unknown
1346;7380;1;-2;Homefront Retail (CZ) (retail);N/A;Homefront Retail (CZ) (retail);Game;PC;13.03.2011;Unknown;-2;N/A;Unknown
1347;7381;1;-2;Homefront Retail (RU) (retail);N/A;Homefront Retail (RU) (retail);Game;PC;04.03.2011;Unknown;-2;N/A;Unknown
1349;7440;1;-2;Homefront Retail (EFIGS) (retail);N/A;Homefront Retail (EFIGS) (retail);Game;PC;28.02.2011;Unknown;-2;N/A;Unknown
1352;74852;1;-2;Homefront: The Revolution Beta testing;N/A;Homefront: The Revolution Beta testing;N/A;PC;04.11.2015;Unknown;-2;N/A;Unknown
1353;7560;1;-2;Homefront Retail + TF2 Item (retail);N/A;Homefront Retail + TF2 Item (retail);Game;PC;11.03.2011;Unknown;-2;N/A;Unknown
1356;7605;1;-2;Homefront Retail (All lang) (retail);N/A;Homefront Retail (All lang) (retail);Game;PC;16.03.2011;Unknown;-2;N/A;Unknown
1364;7920;1;-2;Homefront Retail (JPN) (retail);N/A;Homefront Retail (JPN) (retail);Game;PC;20.04.2011;Unknown;-2;N/A;Unknown
1362;78884;1;-2;Project submarine for Beta Testing (retail);N/A;Undercover Missions: Operation Kursk K-141;N/A;PC;23.10.2015;Unknown;-2;N/A;Unknown
1384;8002;1;-2;Daedalic Complete Catalogue (retail);N/A;Daedalic Complete Catalogue (retail);Bundles;PC;22.01.2014;Unknown;-2;N/A;Unknown
1409;8508;1;-2;SR3 - Genki Bowl VII Rel Beta (retail);N/A;Saints Row The Third - Genkibowl VII;DLC;PC;12.01.2012;Unknown;-2;N/A;Unknown
1401;82267;1;-2;Project Malta for Beta Testing (retail);N/A;Project Malta;N/A;PC;09.11.2016;Unknown;-2;N/A;Unknown
1436;87884;1;-2;Christmas Gifts (retail);N/A;Christmas Gifts (retail);N/A;PC;09.12.2015;Unknown;-2;N/A;Unknown
1445;89148;1;-2;Alienware Alpha Bundle;N/A;Alienware Alpha Bundle;N/A;PC;29.12.2015;Unknown;-2;N/A;Unknown
1453;8997;1;-2;Homefront DLC2 Comp (retail);N/A;Homefront - The Rock Map Pack;DLC;PC;29.07.2011;Unknown;-2;N/A;Unknown
1450;8927;1;-2;Dead Island: Bloodbath Arena (retail);N/A;Dead Island: Bloodbath;DLC;PC;06.09.2011;Unknown;-2;N/A;Unknown
1451;8928;1;-2;Dead Island: The Ripper Weapon (retail);N/A;Dead Island: Ripper_2.0;DLC;PC;06.09.2011;Unknown;-2;N/A;Unknown
1473;95701;1;-2;Homefront: The Revolution Co-Op Beta;N/A;Homefront: The Revolution Co-Op Beta;N/A;PC;23.04.2016;Unknown;-2;N/A;Unknown
1877;EP4062-BLES02010_00-ASIA1STEDITIONDL;7;-2;First Edition DLC Pack;BLES02010_00;RISEN 3;Add-On;PS3;13.08.2014;Unknown;-2;N/A;Unknown
2166;EP4062-NPEB01212_00-SACREDARENA00000;7;-2;Sacred Citadel Trial;NPEB01212_00;SACRED CITADEL -(TRIAL);Full Game Trial;PS3;17.04.2013;Unknown;-2;N/A;Unknown
2172;EP4062-NPEB01404_00-ASIASAINTSROWFUL;7;-2;Saints Row IV full game;NPEB01404_00;Saints Row: Ultimate Franchise Pack;Game;PS3;27.08.2013;Unknown;-2;N/A;Unknown
2360;UP1005-NPHB00487_00-SAINTSROW2FULL00;7;-2;Saints Row® 2 full game;NPHB00487_00;Saints Row® 2;Game;PS3;09.02.2012;Unknown;-2;N/A;Unknown
2447;UP2047-CUSA01012_00-00000RIGHTSCHOOL;7;-2;The right kind of School;CUSA01012_00;Homefront®: The Revolution;Add-On;PS4;20.06.2016;Unknown;-2;N/A;Unknown
2610;UP2047-NPUB90765_00-0SUMMERSTARS2012;7;-2;Summer Stars 2012 Demo;NPUB90765_00;Summer Stars 2012;Demo;PS3;01.01.1900;Unknown;-2;N/A;Unknown
2586;UP2047-NPUB30864_00-SACREDARENA00000;7;-2;Sacred Citadel Trial;NPUB30864_00;Sacred Citadel;Demo;PS3;16.04.2013;Unknown;-2;N/A;Unknown
3047;EP4062-CUSA00938_00-ASIA000000000002;7;-2;Liberty Pack;CUSA00938_00;HOMEFRONT THE REVOLUTION;Add-On;PS4;19.07.2016;Unknown;-2;N/A;Unknown
3064;EP4062-BLES02095_00-ASIA000000000000;7;-2;Devil's Workshop Pack;BLES02095_00;SAINTS ROW GAT OUT OF HELL;Add-On;PS3;21.05.2015;Unknown;-2;N/A;Unknown
3110;EP4062-CUSA00938_00-HFTRPREORDERSTAN            ;7;-2;Homefront®: The Revolution;CUSA00938_00;HOMEFRONT THE REVOLUTION;Game;PS4;19.05.2016;Unknown;-2;N/A;Unknown
3124;EP4062-CUSA05461_00-ATHENACHRISTMAS1            ;7;-2;THE KING OF FIGHTERS XIV - Athena Holiday Pack;CUSA05461_00;THE KING OF FIGHTERS XIV;Add-On;PS4;20.12.2016;Unknown;-2;N/A;Unknown
3125;EP4062-CUSA05461_00-ETH0000000000488            ;7;-2;Neo Esaka Theme;CUSA05461_00;THE KING OF FIGHTERS XIV;Theme;PS4;12.07.2016;Unknown;-2;N/A;Unknown
3127;EP4062-CUSA05543_00-KOF14SIEEDEMO111            ;7;-2;THE KING OF FIGHTERS XIV Demo;CUSA05543_00;THE KING OF FIGHTERS XIV;Demo;PS4;19.07.2016;Unknown;-2;N/A;Unknown
3169;EP4062-NPEL00302_00-VDEADISLAN000001;7;-2;Dead Island Reveal Trailer;NPEL00302_00;DEAD ISLAND;Trailer;PS3;23.03.2011;Unknown;-2;N/A;Unknown
3170;EP4062-NPEL00321_00-VRISEN2DAR000001;7;-2;Risen 2™: Dark Waters Reveal Trailer;NPEL00321_00;RISEN 2: DARK WATERS;Trailer;PS3;15.06.2011;Unknown;-2;N/A;Unknown
3171;EP4062-NPEL00321_00-VRISEN2DAR000002;7;-2;Risen 2™: Dark Waters GamesCom Trailer;NPEL00321_00;RISEN 2: DARK WATERS;Trailer;PS3;19.10.2011;Unknown;-2;N/A;Unknown
3172;EP4062-NPEL00409_00-VWHOWANTST000001;7;-2;Who Wants To Be A Millionaire? Special Editions...;NPEL00409_00;WHO WANTS TO BE A MILLIONAIRE;Trailer;PS3;23.11.2011;Unknown;-2;N/A;Unknown
3173;EP4062-NPEL00409_00-VWHOWANTST000002;7;-2;Who Wants To Be A Millionaire? Special Editions...;NPEL00409_00;WHO WANTS TO BE A MILLIONAIRE;Trailer;PS3;23.11.2011;Unknown;-2;N/A;Unknown
3174;EP4062-NPEL00409_00-VWHOWANTST000003;7;-2;Who Wants To Be A Millionaire? Special Editions...;NPEL00409_00;WHO WANTS TO BE A MILLIONAIRE;Trailer;PS3;23.11.2011;Unknown;-2;N/A;Unknown
3175;EP4062-NPEL00409_00-VWHOWANTST000004;7;-2;Who Wants To Be A Millionaire? Special Editions...;NPEL00409_00;WHO WANTS TO BE A MILLIONAIRE;Trailer;PS3;23.11.2011;Unknown;-2;N/A;Unknown
3176;EP4062-NPEL00409_00-VWHOWANTST000005;7;-2;Who Wants To Be A Millionaire? Special Editions...;NPEL00409_00;WHO WANTS TO BE A MILLIONAIRE;Trailer;PS3;23.11.2011;Unknown;-2;N/A;Unknown
3177;EP4062-NPEL00567_00-VSACREDCIT000001;7;-2;Sacred Citadel Release Trailer;NPEL00567_00;SACRED CITADEL -(TRIAL);Trailer;PS3;05.06.2013;Unknown;-2;N/A;Unknown
3178;EP4062-NPEL00598_00-VSAINTSROW000005;7;-2;Saints Row IV Accolade Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;04.09.2013;Unknown;-2;N/A;Unknown
3179;EP4062-NPEL00598_00-VSAINTSROW000006;7;-2;Saints Row Presidential Grass Roots;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;11.09.2013;Unknown;-2;N/A;Unknown
3180;EP4062-NPEL00598_00-VSAINTSROW000007;7;-2;Saints Row IV Dubstep Remix Pack Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;18.09.2013;Unknown;-2;N/A;Unknown
3181;EP4062-NPEL00598_00-VSAINTSROW000008;7;-2;Saints Row IV GATV DLC Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;09.10.2013;Unknown;-2;N/A;Unknown
3182;EP4062-NPEL00598_00-VSAINTSROW000010            ;7;-2;Saints RowIV Super Saints And Pirates Booty Pac...;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;27.11.2013;Unknown;-2;N/A;Unknown
3183;EP4062-NPEL00598_00-VSAINTSROW000011;7;-2;Saints RowIV Enter the Dominatrix Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;27.11.2013;Unknown;-2;N/A;Unknown
3184;EP4062-NPEL00598_00-VSAINTSROW000012;7;-2;Saints RowIV Element of Destruction Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;11.12.2013;Unknown;-2;N/A;Unknown
3185;EP4062-NPEL00598_00-VSAINTSROW000014;7;-2;Saints Row IV How the Saints Saved Christmas Tr...;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;08.01.2014;Unknown;-2;N/A;Unknown
3186;EP4062-NPEL00598_00-VSAINTSROW000015;7;-2;Saints Row IV Bling Bling Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;12.02.2014;Unknown;-2;N/A;Unknown
3187;EP4062-NPEL00598_00-VSAINTSROW000016;7;-2;Saints Row IV Game On & College Daze Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;26.02.2014;Unknown;-2;N/A;Unknown
3188;EP4062-NPEL00598_00-VSAINTSROW000017;7;-2;Saints Row IV Reverse Cosplay Trailer;NPEL00598_00;SAINTS ROW IV;Trailer;PS3;26.02.2014;Unknown;-2;N/A;Unknown
3189;EP4062-NPEL00614_00-VNARCOTERR000001;7;-2;Narco Terror Release Trailer;NPEL00614_00;NARCO TERROR -(TRIAL);Trailer;PS3;14.08.2013;Unknown;-2;N/A;Unknown
3190;EP4062-NPEL00614_00-VNARCOTERR000002;7;-2;Narco Terror Release Trailer;NPEL00614_00;NARCO TERROR -(TRIAL);Trailer;PS3;14.08.2013;Unknown;-2;N/A;Unknown
3191;EP4062-NPEL00614_00-VNARCOTERR000003;7;-2;Narco Terror Release Trailer;NPEL00614_00;NARCO TERROR -(TRIAL);Trailer;PS3;14.08.2013;Unknown;-2;N/A;Unknown
3192;EP4062-NPEL00614_00-VNARCOTERR000005;7;-2;Narco Terror Release Trailer;NPEL00614_00;NARCO TERROR -(TRIAL);Trailer;PS3;14.08.2013;Unknown;-2;N/A;Unknown
3193;EP4062-NPEL00614_00-VNARCOTERR000006;7;-2;Narco Terror Release Trailer;NPEL00614_00;NARCO TERROR -(TRIAL);Trailer;PS3;14.08.2013;Unknown;-2;N/A;Unknown
3194;EP4062-NPEL00663_00-VRISEN3XXX000001;7;-2;Risen™ 3: Titan Lords - Launch Trailer;NPEL00663_00;RISEN 3;Trailer;PS3;20.08.2014;Unknown;-2;N/A;Unknown
3195;EP4062-NPER00044_00-DEADISLAND000003;7;-2;Dead Island;NPER00044_00;PlayStation Home (PSN);Home;PS3;28.07.2011;Unknown;-2;N/A;Unknown
3196;EP4062-NPER00044_00-DEADISLAND000006;7;-2;Dead Island;NPER00044_00;PlayStation Home (PSN);Home;PS3;28.07.2011;Unknown;-2;N/A;Unknown
